min_ndvi,max_ndvi,range_ndvi,mean_ndvi,correlation_ndvi,permutation_entropy_ndvi,min_rvi,max_rvi,range_rvi,mean_rvi,correlation_rvi,permutation_entropy_rvi
0.0626841020175984,0.5700867767187541,0.5074026747011556,0.3887647505178206,0.8535958965044028,0.281894178956755,0.11373492,1.2987039,1.18496898,0.7470287194736842,0.5200753544514374,0.4011181887686231
0.0578646751267647,0.5563708038277855,0.4985061287010208,0.38067428075111315,0.8025962887149207,0.3810504196862045,0.48413607,0.8170689,0.33293283,0.6262560705263156,-0.6582248087945197,0.4011181887686231
0.1389222079813424,0.5039382362434267,0.36501602826208435,0.3367230006491708,0.8570837348392966,0.22475985138682125,0.1799153,1.2987096,1.1187943,0.7774093026315788,0.6375470663626746,0.3860676879436173
0.0660512550788673,0.5523164896225178,0.48626523454365045,0.3571084698547193,0.8136002697669897,0.3345103535516393,0.20250538,1.3526894,1.15018402,0.755394327368421,0.45538995146908157,0.4011181887686231
0.2317763271486291,0.5805947641402913,0.3488184369916622,0.3881414340332405,0.823584177344769,0.3810504196862045,0.15528049,1.3161207,1.16084021,0.6142796115789473,0.6946617883676246,0.4011181887686231
0.1493996530597931,0.5420201031926971,0.39262045013290403,0.36942054662901486,0.890999697365361,0.38876671184687484,0.36907652,1.1945665,0.8254899800000001,0.7047102626315789,0.391076727616035,0.4011181887686231
0.0666924222868063,0.5678979424694311,0.5012055201826249,0.32444895036185023,0.8205672913386195,0.401161241938056,0.3510929,1.173925,0.8228321000000001,0.7578339184210525,0.7556311599143642,0.4011181887686231
0.0527989742004024,0.5470424640350174,0.494243489834615,0.3179193679225903,0.8617453427918254,0.3088430823476892,0.14973108,1.3560013,1.20627022,0.7521920673684211,0.6927329792732947,0.4011181887686231
0.1155601976456356,0.5485152847077296,0.43295508706209396,0.38289644118004257,0.8127732769985266,0.418234009959748,0.19873881,1.344922,1.14618319,0.7379506205263159,0.463589871603958,0.4011181887686231
0.1015952646462259,0.5386271411410053,0.43703187649477937,0.3557045623944749,0.8628208615493091,0.38876671184687484,0.13341998,1.074435,0.94101502,0.8033700426315789,0.275918786157105,0.4011181887686231
-0.0294995974966891,0.5492949674809752,0.5787945649776642,0.36162391739702976,0.796883022810122,0.35868052094682823,0.10018092,1.1918278,1.0916468799999999,0.6630462921052632,0.2841794906864023,0.4011181887686231
0.1051687642239861,0.524709908835053,0.41954114461106684,0.3499411953934684,0.8403600217048276,0.36397765166451246,0.1565942,1.0786898,0.9220956,0.6348931210526315,0.3779014389222582,0.4011181887686231
0.0663013698630136,0.5270227416528551,0.4607213717898415,0.3845197978525524,0.6676133223360101,0.281894178956755,0.15732996,1.1819583,1.02462834,0.7700081678947368,0.568304953404227,0.4011181887686231
-0.007358039049046,0.4758045860577283,0.4831626251067743,0.334318910708654,0.29778636461136276,0.3810504196862045,0.18015012,1.3750024,1.19485228,0.7849445242105264,0.6010576224479196,0.4011181887686231
-0.1031145790196377,0.6249957281801136,0.7281103071997513,0.33598627481154153,0.6620018551649998,0.418234009959748,0.16693352,1.3396021,1.17266858,0.7271584157894736,0.40871370048559885,0.4011181887686231
0.1019266620121595,0.5508924750670852,0.44896581305492567,0.3669542477858055,0.8011028937570529,0.3934449497773857,0.0926067,1.1775945,1.0849878000000002,0.7880231510526315,0.6145926912144902,0.37101718711861154
0.0746943560542623,0.5811981747198759,0.5065038186656136,0.40377792511325333,0.3783601566002106,0.401161241938056,0.20265181,1.2552984,1.0526465900000002,0.7186930394736842,0.479137344598274,0.4011181887686231
0.1620799941759473,0.5210967244469706,0.3590167302710233,0.38761991525795664,0.7085746293819856,0.38876671184687484,0.12632088,1.3590401,1.2327192200000001,0.6952691668421053,0.5245102826878193,0.4011181887686231
0.0569425330138018,0.5117630801599634,0.4548205471461616,0.3223857161568504,0.8932620278210329,0.401161241938056,0.21216871,1.4333326,1.22116389,0.7331621973684211,0.7499459328000296,0.4011181887686231
0.0799663213061017,0.5292707853686708,0.4493044640625691,0.33815596699292827,0.8920051967300352,0.3088430823476892,0.21495911,1.4229131,1.20795399,0.6601843568421053,0.6445001910188751,0.3860676879436173
0.1022964919787354,0.5432737666296417,0.44097727465090625,0.35241628159931276,0.905048458873487,0.3345103535516393,0.15459746,1.2058324,1.05123494,0.6803651884210525,0.6746832524434289,0.4011181887686231
0.0759475573262018,0.5555443565029639,0.47959679917676207,0.368377241517252,0.7996876281569533,0.37637218175569365,0.1214959,1.2146034,1.0931075000000001,0.585878755263158,0.5053439132376252,0.3860676879436173
0.1750382298786006,0.521005874981368,0.34596764510276734,0.37412649173155343,0.8048252366063215,0.418234009959748,0.0945141,1.188862,1.0943479,0.7421752331578948,0.5551203516685042,0.4011181887686231
0.0559616031396242,0.542309989062725,0.4863483859231008,0.3574576059139478,0.8787847016473084,0.35868052094682823,0.16231894,1.3256234,1.16330446,0.6299332684210527,0.6178974531101521,0.4011181887686231
0.1024496510680224,0.5498476041556192,0.4473979530875968,0.37304216775035265,0.7563005693985755,0.418234009959748,0.19373223,1.1038216,0.9100893700000001,0.6683851789473684,0.47004752448656245,0.4011181887686231
0.0905218597957578,0.5393477858106297,0.4488259260148719,0.3703174024184015,0.6949634397682546,0.401161241938056,0.15684699,1.2767924,1.11994541,0.7539188821052631,0.5943851399845974,0.4011181887686231
0.0793953344763442,0.5331586776804391,0.45376334320409495,0.3290139462459551,0.8819469447707581,0.35868052094682823,0.1471781,1.3000808,1.1529026999999998,0.8595650905263159,0.4180972129688784,0.4011181887686231
-0.0114736106954006,0.4980619848272355,0.5095355955226362,0.3757071893732904,0.5490126510370703,0.401161241938056,0.1067333,1.2744418,1.1677085,0.6721756131578949,0.5982183057135403,0.4011181887686231
0.1943741356365628,0.5142689553623765,0.3198948197258137,0.370336413566265,0.547346168488918,0.43062854005092915,0.13890965,0.9079232,0.76901355,0.5709402078947369,0.15215287680828993,0.4011181887686231
0.2072782365941607,0.5040725738646766,0.29679433727051596,0.40291882495346804,0.8038228565192487,0.43062854005092915,0.14321765,1.368087,1.22486935,0.7374980105263157,0.5231541720995614,0.4011181887686231
0.0960139212180857,0.4499585365597437,0.353944615341658,0.36953507306230654,0.07339304939378818,0.34628599085564704,0.449146,1.0059962,0.5568502,0.6285344389473684,-0.24298886680371007,0.4011181887686231
0.1307815944158707,0.4741942639586738,0.34341266954280314,0.364828049796855,0.21806164003573492,0.43062854005092915,0.1714125,1.285779,1.1143665,0.6254820994736843,0.685658676723481,0.4011181887686231
0.0475775341629797,0.4644924123295342,0.4169148781665545,0.3590495606265538,0.34947119804941024,0.3345103535516393,0.1308169,1.1547583,1.0239414,0.655981152631579,0.49741625926226846,0.4011181887686231
0.2097642969237681,0.5058112900616664,0.2960469931378983,0.34654563831467444,0.3902305093969656,0.401161241938056,0.2805085,0.92581755,0.64530905,0.5444809894736843,-0.23921083777121913,0.4011181887686231
0.1104300154517731,0.5387792966924861,0.42834928124071303,0.39033515985430084,0.7514035085022013,0.418234009959748,0.26897407,1.0330851,0.76411103,0.6480799863157894,0.4051518075823353,0.4011181887686231
-0.0564170868613833,0.4979112751540291,0.5543283620154125,0.30141770522883,0.06175460320985402,0.43062854005092915,0.157213,1.3104435,1.1532305,0.5965351815789475,0.44255066835087825,0.4011181887686231
0.195328608119927,0.4631646217777135,0.26783601365778653,0.33203933881504766,0.11977099813326977,0.43062854005092915,0.22305265,1.1524554,0.92940275,0.7238633705263157,0.5254949737299016,0.4011181887686231
0.0297155166951783,0.4847015097491383,0.45498599305396,0.37648061089064644,0.6322053360386223,0.35868052094682823,0.1083518,1.3641037,1.2557519,0.6860443231578949,0.4265208187896464,0.4011181887686231
0.1377983480734291,0.5144369796905195,0.3766386316170904,0.3940668345299345,0.7906904438815182,0.418234009959748,0.39078495,0.7868307,0.39604575,0.583521905263158,-0.5189739784265355,0.3860676879436173
