District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),ndvi1,ndvi2,ndvi3,ndvi4,ndvi5,ndvi6,ndvi7,ndvi8,ndvi9,ndvi10,ndvi11,ndvi12,ndvi13,ndvi14,ndvi15,ndvi16,ndvi17,ndvi18,ndvi19,ndvi20,ndvi21,ndvi22,rvi1,rvi2,rvi3,rvi4,rvi5,rvi6,rvi7,rvi8,rvi9,rvi10,rvi11,rvi12,rvi13,rvi14,rvi15,rvi16,rvi17,rvi18,rvi19
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,0.3767912358998359,0.3767912358998359,0.3788480442506989,0.4988261606463249,0.5213208404689591,0.5438155202915934,0.5359787954590293,0.5530327860888917,0.5700867767187541,0.5052288934993372,0.49547560786496864,0.4857223222306,0.47596903659623147,0.46621575096186285,0.4564624653274943,0.3341098260992146,0.2847346115129154,0.23704170534650923,0.18934879918010306,0.1416558930136969,0.0626841020175984,0.0626841020175984,0.11373492,0.1869662,0.24510959,0.28431788,0.7397997,0.7267878,0.91125405,1.2492595,1.0872772,1.2987039,0.9053098,0.72455853,0.89234,0.99237263,1.2335899,0.36026415,0.9515322,0.64518386,0.64518386
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,0.4089013362350975,0.4089013362350975,0.41210162133542,0.5303636816037733,0.5433672427157794,0.5563708038277855,0.5310822928964439,0.5312292339796998,0.5179582092488622,0.5046871845180245,0.47877723233385217,0.4528672801496798,0.42695732796550745,0.40104737578133515,0.3751374235971628,0.2067892317911466,0.4019868775914943,0.2872794767699178,0.17257207594834123,0.0578646751267647,0.0842961284366516,0.0842961284366516,0.6242418,0.591372,0.5113577,0.6237107,0.62145925,0.6645389,0.6106,0.75975156,0.48413607,0.6876365,0.5351226,0.7431599,0.5435199,0.8170689,0.5259407,0.67642826,0.5227601,0.67803025,0.67803025
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,0.2240207395300999,0.4650933275732949,0.5039382362434267,0.4905453658641139,0.4952966319215231,0.5000478979789323,0.5018232195150283,0.4866343095013467,0.471445399487665,0.4712032752678922,0.4145208462870648,0.35783841730623744,0.3011559883254101,0.2968913301995355,0.26085727738028586,0.22482322456103615,0.1887891717417865,0.17358407580995897,0.15837897987813143,0.1431738839463039,0.1389222079813424,0.1389222079813424,0.5337065,0.62408644,1.0206039,0.92379034,1.0783309,0.9523605,0.9265277,1.2987096,1.1075091,1.146596,0.85988986,0.98766327,0.6999247,0.8357562,0.9941191,0.20431316,0.21705888,0.1799153,0.1799153
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,0.509067491612881,0.509067491612881,0.4960262671384046,0.5475300799919445,0.4189327805234956,0.5523164896225178,0.5369835944174609,0.4567161768527263,0.2966115691412196,0.5055345803739317,0.4734174082322165,0.44130023609050123,0.409183063948786,0.37706589180707073,0.3449487196653555,0.2604731414348709,0.1759975632043862,0.13934879382921322,0.10270002445404026,0.0660512550788673,0.1185568588855273,0.1185568588855273,0.20250538,0.3697312,0.9865503,0.7810114,1.1046007,1.0803043,1.0377293,1.2086163,0.7576982,1.0837234,0.88653696,1.3526894,0.6091606,0.6945251,0.7995912,0.32530802,0.22532818,0.42344114,0.42344114
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,0.3837668256491786,0.4948899424537245,0.3572466577065672,0.5440070290876222,0.541653584569833,0.5393001400520439,0.5294289259504564,0.5550118450453738,0.5805947641402913,0.4895280330686145,0.42900760950105815,0.3684871859335018,0.3079667623659455,0.33124840064664374,0.354530038927342,0.30240951413703576,0.2502889893467295,0.2441181019473627,0.23794721454799592,0.2317763271486291,0.2329518282526704,0.2329518282526704,0.6253489,0.9742788,0.5285396,0.6239821,0.73079234,0.8645045,1.011768,1.3161207,1.03163,0.66072345,0.8899178,0.41043463,0.3624941,0.41892186,0.42416796,0.31117523,0.17595167,0.15528049,0.15528049
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,0.4848284140180364,0.4848284140180364,0.4435324694044779,0.4667923261808914,0.4761786153777312,0.4855649045745711,0.4914776209625111,0.5083251150392397,0.5251726091159684,0.5420201031926971,0.4977357737265199,0.4534514442603426,0.4091671147941654,0.3648827853279881,0.3205984558618109,0.1613424787225858,0.1643781868806117,0.17355174148373165,0.18272529608685156,0.1918988506899715,0.1493996530597931,0.1493996530597931,0.40727273,0.415829,0.54901546,0.65989643,1.0405779,0.61518645,0.8710278,1.0875727,0.9835958,0.6207833,0.82819664,1.1945665,0.7044674,0.6289899,0.6254379,0.36907652,0.36979616,0.7091032,0.7091032
Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,0.2120044318127077,0.5327368929854841,0.5058082620293161,0.54865639396034,0.4462128990735612,0.5678979424694311,0.5328808520108531,0.4182867569905251,0.542498442653688,0.4943295212707586,0.437272017906736,0.3802145145427134,0.3231570111786908,0.2660995078146682,0.2090420044506456,0.0666924222868063,0.1265870955641511,0.10991307221120307,0.09323904885825504,0.076565025505307,0.1238913961924324,0.1238913961924324,0.6651711,0.8052625,0.73145777,0.84098554,1.0705342,1.1487536,1.0686759,0.85246223,0.8973146,1.173925,0.9132526,1.062017,0.6852027,0.6249588,0.36851147,0.36576357,0.42241007,0.3510929,0.3510929
Chau_Phu,10.476738,105.227333,SA,T,15-07-2022,4.0,6000,0.5455351143417109,0.5455351143417109,0.5141643534789181,0.5347075727900499,0.3988920539966212,0.5470424640350174,0.5258390852157714,0.3635962071208921,0.5180164475877909,0.4865662330061843,0.4195857346395838,0.35260523627298335,0.28562473790638293,0.21864423953978246,0.151663741173182,0.1209454749292372,0.0824406861990888,0.07256011553286,0.0626795448666312,0.0527989742004024,0.0973914815610933,0.0973914815610933,0.3825825,0.48942673,1.0988363,0.9532268,1.2702048,1.292091,0.9902551,1.1028033,0.8012878,0.89105815,1.0054018,1.3560013,0.77000433,0.51457846,0.48018697,0.29775178,0.14973108,0.22311054,0.22311054
Chau_Phu,10.492098,105.216926,SA,T,15-07-2022,3.0,5500,0.5202671736082176,0.5202671736082176,0.544411755132312,0.5265169437467981,0.532304589318814,0.5380922348908298,0.5162784688348498,0.3493961364801947,0.5485152847077296,0.5041157842766623,0.4597162838455948,0.4153167834145275,0.3709172829834601,0.3282416325147726,0.4133160562679037,0.3331931001994609,0.2530701441310182,0.20723349530255733,0.16139684647409647,0.1155601976456356,0.1327971692886422,0.1327971692886422,0.34120882,0.19873881,0.7771679,0.7122606,0.9612348,1.2209425,1.0116501,0.9479835,1.0012337,1.344922,0.67415625,0.8153492,0.40463197,0.519107,0.87112087,0.5488268,0.44555077,0.6124881,0.6124881
Chau_Phu,10.485917,105.210104,SA,T,15-07-2022,5.0,6000,0.4593239884651224,0.4593239884651224,0.5386271411410053,0.5005656849129076,0.49824922314123776,0.4959327613695679,0.4883224843481758,0.4862640634042369,0.4842056424602979,0.3638164203583047,0.3875276927174981,0.4112389650766915,0.4349502374358849,0.3001101128401983,0.27129980836453066,0.242489503888863,0.2752913212898755,0.2173926357419923,0.1594939501941091,0.1015952646462259,0.1247397412082998,0.1247397412082998,0.13341998,0.27323335,0.93673694,0.6194352,1.0311209,0.8187788,0.9813572,1.0288603,1.074435,0.92487425,0.60171133,0.9271609,0.8082704,1.0446551,0.96210694,0.69471586,0.55719036,0.922984,0.922984
